START	START	0
START	~	0.1408325952170062
START	@	0.2967227635075288
START	O	0.07174490699734277
START	V	0.07794508414526129
START	^	0.06554472984942426
START	,	0.015057573073516387
START	$	0.007971656333038087
START	R	0.03100088573959256
START	A	0.0354295837023915
START	!	0.05845881310894597
START	P	0.01948627103631532
START	T	0.0008857395925597874
START	N	0.0566873339238264
START	&	0.00354295837023915
START	D	0.030115146147032774
START	#	0.018600531443755536
START	G	0.007971656333038087
START	U	0.00354295837023915
START	L	0.03631532329495128
START	E	0.008857395925597875
START	X	0.002657218777679362
START	Z	0.001771479185119575
START	S	0.00354295837023915
START	M	0.001771479185119575
START	Y	0.0008857395925597874
START	END	0
~	START	0
~	~	0.03377110694183865
~	@	0.450281425891182
~	O	0.054409005628517824
~	V	0.04127579737335835
~	^	0.0450281425891182
~	,	0.03189493433395872
~	$	0.009380863039399626
~	R	0.020637898686679174
~	A	0.01876172607879925
~	!	0.03189493433395872
~	P	0.016885553470919325
~	T	0.001876172607879925
~	N	0.02626641651031895
~	&	0.00375234521575985
~	D	0.020637898686679174
~	#	0.0225140712945591
~	G	0.00375234521575985
~	U	0.07317073170731707
~	L	0.0150093808630394
~	E	0.009380863039399626
~	X	0.0075046904315197
~	Z	0.00375234521575985
~	S	0.001876172607879925
~	M	0.001876172607879925
~	Y	0.001876172607879925
~	END	0.04878048780487805
@	START	0
@	~	0.23566084788029926
@	@	0.09725685785536159
@	O	0.0885286783042394
@	V	0.07605985037406483
@	^	0.028678304239401497
@	,	0.05112219451371571
@	$	0.007481296758104738
@	R	0.0399002493765586
@	A	0.022443890274314215
@	!	0.1259351620947631
@	P	0.026184538653366583
@	T	0.0012468827930174563
@	N	0.04239401496259352
@	&	0.01371571072319202
@	D	0.017456359102244388
@	#	0.012468827930174564
@	G	0.00997506234413965
@	U	0.018703241895261846
@	L	0.03117206982543641
@	E	0.00997506234413965
@	X	0.003740648379052369
@	Z	0.0012468827930174563
@	S	0.0024937655860349127
@	M	0.0012468827930174563
@	Y	0.0012468827930174563
@	END	0.03117206982543641
O	START	0
O	~	0.0065116279069767444
O	@	0.0018604651162790699
O	O	0.022325581395348838
O	V	0.5897674418604651
O	^	0.010232558139534883
O	,	0.09581395348837209
O	$	0.0018604651162790699
O	R	0.08186046511627906
O	A	0.023255813953488372
O	!	0.0065116279069767444
O	P	0.045581395348837206
O	T	0.011162790697674419
O	N	0.020465116279069766
O	&	0.017674418604651163
O	D	0.022325581395348838
O	#	0.0009302325581395349
O	G	0.004651162790697674
O	U	0.0027906976744186047
O	L	0.0018604651162790699
O	E	0.009302325581395349
O	X	0.0018604651162790699
O	Z	0.0009302325581395349
O	S	0.0009302325581395349
O	M	0.0009302325581395349
O	Y	0.0009302325581395349
O	END	0.01581395348837209
V	START	0
V	~	0.004180602006688963
V	@	0.008779264214046822
V	O	0.12249163879598662
V	V	0.15426421404682275
V	^	0.03302675585284281
V	,	0.07775919732441472
V	$	0.0112876254180602
V	R	0.06939799331103678
V	A	0.05142140468227425
V	!	0.00459866220735786
V	P	0.16178929765886288
V	T	0.034280936454849496
V	N	0.06229096989966555
V	&	0.010033444816053512
V	D	0.15468227424749165
V	#	0.001254180602006689
V	G	0.002926421404682274
V	U	0.002508361204013378
V	L	0.00919732441471572
V	E	0.002926421404682274
V	X	0.0008361204013377926
V	Z	0.0033444816053511705
V	S	0.0008361204013377926
V	M	0.0004180602006688963
V	Y	0.0004180602006688963
V	END	0.014214046822742474
^	START	0
^	~	0.004995004995004995
^	@	0.001998001998001998
^	O	0.008991008991008992
^	V	0.12487512487512488
^	^	0.23876123876123875
^	,	0.25274725274725274
^	$	0.026973026973026972
^	R	0.01898101898101898
^	A	0.013986013986013986
^	!	0.00999000999000999
^	P	0.061938061938061936
^	T	0.002997002997002997
^	N	0.11288711288711288
^	&	0.026973026973026972
^	D	0.002997002997002997
^	#	0.002997002997002997
^	G	0.015984015984015984
^	U	0.02097902097902098
^	L	0.003996003996003996
^	E	0.005994005994005994
^	X	0.000999000999000999
^	Z	0.01098901098901099
^	S	0.002997002997002997
^	M	0.000999000999000999
^	Y	0.000999000999000999
^	END	0.02097902097902098
,	START	0
,	~	0.023491724506139882
,	@	0.013347570742124934
,	O	0.07474639615589963
,	V	0.10250934329951948
,	^	0.060864922584089695
,	,	0.02616123865456487
,	$	0.01868659903897491
,	R	0.04378003203416978
,	A	0.030966364121729845
,	!	0.0597971169247197
,	P	0.030966364121729845
,	T	0.0005339028296849973
,	N	0.06406833956219968
,	&	0.027762947143619862
,	D	0.03523758675920982
,	#	0.022423918846769888
,	G	0.01761879337960491
,	U	0.05232247730912974
,	L	0.04271222637479979
,	E	0.02562733582487987
,	X	0.002135611318739989
,	Z	0.002135611318739989
,	S	0.0005339028296849973
,	M	0.0005339028296849973
,	Y	0.0010678056593699946
,	END	0.2189001601708489
$	START	0
$	~	0.012048192771084338
$	@	0.004016064257028112
$	O	0.024096385542168676
$	V	0.0321285140562249
$	^	0.05220883534136546
$	,	0.20481927710843373
$	$	0.020080321285140562
$	R	0.024096385542168676
$	A	0.060240963855421686
$	!	0.012048192771084338
$	P	0.14859437751004015
$	T	0.004016064257028112
$	N	0.26506024096385544
$	&	0.012048192771084338
$	D	0.004016064257028112
$	#	0.004016064257028112
$	G	0.012048192771084338
$	U	0.008032128514056224
$	L	0.004016064257028112
$	E	0.004016064257028112
$	X	0.004016064257028112
$	Z	0.004016064257028112
$	S	0.008032128514056224
$	M	0.008032128514056224
$	Y	0.004016064257028112
$	END	0.05220883534136546
R	START	0
R	~	0.004048582995951417
R	@	0.002699055330634278
R	O	0.07557354925775979
R	V	0.24561403508771928
R	^	0.014844804318488529
R	,	0.14709851551956815
R	$	0.005398110661268556
R	R	0.08502024291497975
R	A	0.16194331983805668
R	!	0.008097165991902834
R	P	0.1106612685560054
R	T	0.001349527665317139
R	N	0.012145748987854251
R	&	0.009446693657219974
R	D	0.04183535762483131
R	#	0.004048582995951417
R	G	0.008097165991902834
R	U	0.005398110661268556
R	L	0.016194331983805668
R	E	0.012145748987854251
R	X	0.001349527665317139
R	Z	0.002699055330634278
R	S	0.001349527665317139
R	M	0.001349527665317139
R	Y	0.001349527665317139
R	END	0.017543859649122806
A	START	0
A	~	0.008588957055214725
A	@	0.0036809815950920245
A	O	0.014723926380368098
A	V	0.018404907975460124
A	^	0.033128834355828224
A	,	0.14846625766871166
A	$	0.020858895705521473
A	R	0.022085889570552148
A	A	0.03190184049079755
A	!	0.012269938650306749
A	P	0.1165644171779141
A	T	0.00245398773006135
A	N	0.4539877300613497
A	&	0.033128834355828224
A	D	0.011042944785276074
A	#	0.00245398773006135
A	G	0.006134969325153374
A	U	0.0049079754601227
A	L	0.008588957055214725
A	E	0.0036809815950920245
A	X	0.001226993865030675
A	Z	0.001226993865030675
A	S	0.001226993865030675
A	M	0.001226993865030675
A	Y	0.001226993865030675
A	END	0.0343558282208589
!	START	0
!	~	0.013574660633484163
!	@	0.00904977375565611
!	O	0.08823529411764706
!	V	0.04072398190045249
!	^	0.03619909502262444
!	,	0.3076923076923077
!	$	0.0022624434389140274
!	R	0.02262443438914027
!	A	0.020361990950226245
!	!	0.08144796380090498
!	P	0.03167420814479638
!	T	0.0022624434389140274
!	N	0.03619909502262444
!	&	0.0022624434389140274
!	D	0.04072398190045249
!	#	0.006787330316742082
!	G	0.00904977375565611
!	U	0.00904977375565611
!	L	0.029411764705882353
!	E	0.029411764705882353
